id	rate	linear	gaussian	random	outliers	bigGap	range350	range750up	gamma2.2	gamma.45	area_land_m	area_water_m	area_total_sqkm	FIPS
8059	0.067	2720	-1.6	7873	81	103	319	795	9037.568226	1575.909669	1979224623	25476339	2005	8
8061	0.028	2730	0.69	7294	52	129	326	793	9110.827489	1578.540572	4578596953	47032931	4626	8
8063	0.029	2740	0.16	2575	50	59	228	970	9184.409481	1581.166224	5596501540	2251930	5599	8
8065	0.071	2750	-0.28	8082	28	52	103	941	9258.314436	1583.786654	976207737	18110615	994	8
8067	0.047	2760	-0.48	6530	82	1	134	988	9332.54259	1586.401892	4382664379	19545452	4402	8
8069	0.056	2770	1.3	1121	27	44	217	808	9407.094178	1589.011966	6723925862	98109570	6822	8
8071	0.07	2780	0.18	7577	43	28	79	871	9481.969434	1591.616906	12361210248	6929976	12368	8
8073	0.037	2790	0.37	890	54	108	242	907	9557.168592	1594.21674	6676208285	22780438	6699	8
8075	0.046	2800	-0.59	9451	25	72	154	878	9632.691884	1596.811496	4761982864	16363552	4778	8
8077	0.082	2810	-0.66	2050	90	42	63	955	9708.539542	1599.401202	8622143941	31432856	8654	8
8079	0.053	2820	1	6685	40	31	6	947	9784.711797	1601.985886	2268230039	5222170	2273	8
8081	0.056	2830	0.33	2301	90	25	295	839	9861.208881	1604.565576	12284908252	19806933	12305	8
8083	0.063	2840	-0.13	6496	24	53	86	884	9938.031023	1607.140298	5256393965	27516850	5284	8
8085	0.069	2850	0.15	9636	93	109	134	756	10015.17845	1609.71008	5803364387	4923261	5808	8
8087	0.049	2860	-0.41	7834	36	73	44	819	10092.6514	1612.274948	3316439978	34663099	3351	8
8089	0.058	2870	1.3	7314	98	4	312	825	10170.45009	1614.83493	3268485077	20052353	3289	8
8091	0.041	2880	-0.38	1290	88	138	342	783	10248.57475	1617.39005	1402665991	1599543	1404	8
8093	0.061	2890	-0.012	6478	30	65	6	770	10327.02561	1619.940336	5682126649	43530470	5726	8
8095	0.026	2900	0.22	4631	60	130	125	767	10405.8029	1622.485813	1781724997	301808	1782	8
8097	0.05	2910	-0.23	1844	7	96	238	959	10484.90683	1625.026507	2514046767	6472516	2521	8
8099	0.05	2920	1.5	1305	22	21	107	978	10564.33765	1627.562443	4243419883	15352635	4259	8
8101	0.075	2930	-0.6	244	62	20	319	964	10644.09556	1630.093647	6179976137	30284165	6210	8
8103	0.039	2940	-0.81	1565	48	90	323	859	10724.18079	1632.620142	8342136173	4868111	8347	8
8105	0.048	2950	2.2	1964	29	2	299	785	10804.59358	1635.141954	2361939390	984917	2363	8
8107	0.06	2960	-1.8	7084	41	61	189	760	10885.33413	1637.659108	6117617656	15831752	6133	8
8109	0.078	2970	-1	2995	350	48	141	990	10966.40267	1640.171628	8207136277	4454545	8212	8
8111	0.053	2980	1.2	2282	12	2	107	807	11047.79943	1642.679538	1003638703	2035929	1006	8
8113	0.042	2990	1.2	7462	47	5	185	756	11129.52461	1645.182861	3332207735	5213860	3337	8
8115	0.033	3000	-0.77	6368	42	85	293	953	11211.57846	1647.681622	1419419281	3530746	1423	8
8117	0.058	3010	-0.59	8575	40	102	277	837	11293.96117	1650.175843	1575560713	28287714	1604	8
8119	0.067	3020	2	6750	6	95	205	879	11376.67298	1652.665549	1442748619	4944573	1448	8
8121	0.032	3030	0.51	8381	46	62	212	972	11459.7141	1655.150762	6521817549	15207402	6537	8
8123	0.075	3040	-0.11	3793	8	4	327	893	11543.08474	1657.631506	10326656602	76677066	10403	8
8125	0.026	3050	-0.44	3232	11	2	276	879	11626.78513	1660.107802	6123751613	11134678	6135	8
9001	0.078	3060	1.4	8053	35	150	291	819	11710.81548	1662.579674	1618655647	548962761	2168	9
9003	0.088	3070	1.6	5165	10	92	141	750	11795.17601	1665.047143	1903906843	40174748	1944	9
9005	0.079	3080	0.019	3015	52	3	281	841	11879.86694	1667.510232	2384267172	62137425	2446	9
9007	0.067	3090	0.24	6323	27	140	128	773	11964.88847	1669.968963	956491461	180679096	1137	9
9009	0.089	3100	0.11	5494	93	105	195	960	12050.24083	1672.423358	1565618346	667120683	2233	9
9011	0.076	3110	0.082	4294	51	71	171	830	12135.92422	1674.873438	1722462361	276799233	1999	9
9013	0.067	3120	0.22	6049	62	148	34	820	12221.93886	1677.319224	1062460624	17686143	1080	9
9015	0.09	3130	0.79	1781	15	22	162	893	12308.28496	1679.760738	1328103153	21849535	1350	9
10001	0.079	3140	1.1	9262	80	106	66	807	12394.96274	1682.198002	1518598004	549069137	2068	10
10003	0.086	3150	1	2444	3	51	209	971	12481.97241	1684.631035	1104074761	175385811	1279	10
10005	0.073	3160	0.77	9216	13	105	223	979	12569.31418	1687.059859	2424457890	674262642	3099	10
11001	0.117	3170	0.42	2077	36	148	163	821	12656.98825	1689.484494	158347880	18636405	177	11
12001	0.071	3180	-0.85	2440	48	135	39	795	12744.99484	1691.90496	2266378738	242823265	2509	12
12003	0.114	3190	-0.83	1515	78	13	158	984	12833.33416	1694.321278	1515741210	9686120	1525	12
12005	0.089	3200	0.35	123	68	116	50	802	12922.00641	1696.733469	1964402256	711451416	2676	12
12007	0.083	3210	0.54	1520	92	53	343	957	13011.01182	1699.141551	761356410	16904945	778	12
12009	0.111	3220	-0.18	7389	26	6	144	798	13100.35057	1701.545544	2629913256	1402835905	4033	12
12011	0.098	3230	0.39	7619	67	67	317	843	13190.02289	1703.945469	3126537188	299676732	3426	12
12013	0.082	3240	0.91	8012	64	25	183	889	13280.02897	1706.341344	1469389226	18074782	1487	12
12015	0.127	3250	-0.5	2551	61	1	189	926	13370.36903	1708.733189	1761959932	460931983	2223	12
12017	0.121	3260	-1.5	2622	8	143	200	921	13461.04327	1711.121024	1506814651	495875781	2003	12
12019	0.098	3270	-0.34	589	85	73	163	866	13552.05189	1713.504866	1566398559	100389945	1667	12
12021	0.131	3280	0.31	4961	3	25	315	973	13643.3951	1715.884736	5175994948	793859607	5970	12
12023	0.09	3290	1.5	4390	35	79	139	822	13735.07311	1718.26065	2065626739	9773959	2075	12
12027	0.117	3300	-0.57	3923	7	3	211	959	13827.08612	1720.63263	1649970100	6247258	1656	12
12029	0.123	3310	0.72	6589	57	95	21	882	13919.43433	1723.000691	1826212220	410631204	2237	12
12031	0.112	3320	-0.044	3200	57	83	279	763	14012.11794	1725.364854	1974821093	403976746	2379	12
12033	0.098	3330	0.4	3693	76	97	332	841	14105.13716	1727.725136	1700653146	564821075	2265	12
12035	0.162	3340	0.21	3698	63	49	13	954	14198.49219	1730.081554	1257381240	221047055	1478	12
12037	0.071	3350	-0.78	4457	52	74	159	929	14292.18323	1732.434128	1411918787	1275526882	2687	12
12039	0.096	3360	-0.75	9498	91	76	141	979	14386.21049	1734.782874	1337292692	31587825	1369	12
12041	0.1	3370	-0.5	4727	10	135	83	860	14480.57415	1737.12781	905705526	14362140	920	12
12043	0.1	3380	-0.72	9209	60	138	225	780	14575.27443	1739.468954	2087858359	468345889	2556	12
12045	0.098	3390	-1.6	4041	42	93	4	816	14670.31152	1741.806323	1433780571	494266689	1928	12
12047	0.113	3400	-0.4	5308	22	122	325	957	14765.68562	1744.139934	1330689616	13659747	1344	12
12049	0.126	3410	-1.3	8730	23	17	291	891	14861.39693	1746.469805	1651878530	1439671	1653	12
12051	0.168	3420	-0.95	5992	58	71	88	845	14957.44565	1748.795951	2985695667	96439604	3082	12
12053	0.138	3430	0.21	5219	11	72	7	891	15053.83197	1751.118391	1224610672	300943399	1526	12
12055	0.116	3440	-0.98	2316	52	132	95	946	15150.55609	1753.43714	2632923653	231677881	2865	12
12057	0.115	3450	-0.97	1311	40	30	69	984	15247.61822	1755.752215	2642379286	635815765	3278	12
12059	0.072	3460	-0.49	6740	96	54	298	951	15345.01853	1758.063633	1239970327	26656196	1267	12
12061	0.152	3470	-2	6521	1	145	48	915	15442.75725	1760.37141	1302371286	295576120	1598	12
12063	0.072	3480	0.24	5455	49	92	89	894	15540.83454	1762.675563	2376988243	95321518	2472	12
12065	0.085	3490	1.7	5735	56	5	187	929	15639.25062	1764.976106	1549064112	99559034	1649	12
12067	0.072	3500	0.036	1894	31	53	3	980	15738.00567	1767.273057	1407428358	11646265	1419	12
12069	0.123	3510	-2.3	1668	43	67	164	796	15837.0999	1769.566431	2431862872	564659456	2997	12
12071	0.139	3520	-1.4	9841	66	32	3	797	15936.53349	1771.856244	2031545487	1108506337	3140	12
12073	0.072	3530	-1.1	5878	95	111	329	933	16036.30663	1774.142511	1727171498	90454046	1818	12
12075	0.121	3540	-1.5	7905	88	144	229	922	16136.41953	1776.425249	2896185675	762933532	3659	12
12077	0.053	3550	0.64	1935	70	130	108	882	16236.87236	1778.704472	2164095621	19582533	2184	12
12079	0.117	3560	1	19	11	92	84	811	16337.66533	1780.980195	1802874012	50729938	1854	12
12081	0.127	3570	0.47	1739	58	105	28	883	16438.79863	1783.252434	1924425071	387801661	2312	12
12083	0.133	3580	0.13	6560	22	9	209	887	16540.27244	1785.521204	4112980497	193292593	4306	12
12085	0.119	3590	0.32	9533	18	136	59	864	16642.08696	1787.78652	1407595647	542221197	1950	12
12086	0.113	3600	0.56	9952	54	121	320	777	16744.24237	1790.048397	4915220421	1381498812	6297	12
12087	0.07	3610	-0.35	4786	16	20	160	923	16846.73887	1792.30685	2546076939	7133348785	9679	12
12089	0.107	3620	-0.35	7844	1	103	215	990	16949.57665	1794.561892	1679963364	200158799	1880	12
12091	0.072	3630	0.15	4579	38	52	220	821	17052.75589	1796.813539	2409336843	393232926	2803	12
12093	0.133	3640	0.73	6554	60	21	181	813	17156.27678	1799.061805	1991730054	318560333	2310	12
12095	0.114	3650	0.29	9272	98	6	165	978	17260.13951	1801.306705	2339345736	259049011	2598	12
12097	0.128	3660	0.56	4714	4	20	276	919	17364.34428	1803.548253	3438622087	461990065	3901	12
12099	0.117	3670	0.45	6116	11	91	316	885	17468.89126	1805.786462	5101273692	1070690843	6172	12
12101	0.125	3680	-2.3	6910	38	25	27	842	17573.78064	1808.021348	1935600214	313684851	2249	12
12103	0.112	3690	-1.3	2823	78	141	40	846	17679.01261	1810.252923	709125313	865919952	1575	12
12105	0.127	3700	-1.5	5276	85	15	329	855	17784.58735	1812.481202	4656150384	550911349	5207	12
12107	0.122	3710	0.54	932	81	94	146	972	17890.50506	1814.706198	1885200103	256515550	2142	12
12109	0.09	3720	-1.1	2991	22	120	276	867	17996.76591	1816.927926	1555736070	572006160	2128	12
12111	0.153	3730	-0.57	4159	95	101	350	837	18103.3701	1819.146398	1481292977	300896555	1782	12
12113	0.094	3740	0.35	3427	42	114	75	754	18210.31779	1821.361628	2620446127	419623235	3040	12
12115	0.123	3750	0.54	4941	47	75	234	827	18317.60919	1823.57363	1439336420	439068475	1878	12
12117	0.106	3760	-1.3	8592	44	17	78	883	18425.24447	1825.782417	801140334	93185206	894	12
12119	0.09	3770	-0.37	1824	64	59	322	976	18533.22381	1827.988002	1417703612	84037410	1502	12
12121	0.098	3780	-0.46	1240	63	6	126	988	18641.54741	1830.190399	1783341041	9594283	1793	12
12123	0.104	3790	-0.58	592	92	28	39	989	18750.21543	1832.389619	2702176236	489261991	3191	12
12125	0.084	3800	0.69	4816	75	142	248	805	18859.22807	1834.585677	630807211	16049082	647	12
12127	0.117	3810	-0.73	8668	73	40	32	934	18968.5855	1836.778584	2851293895	858698435	3710	12
12129	0.072	3820	-0.14	4291	23	92	58	824	19078.28791	1838.968355	1570618864	334903846	1906	12
12131	0.068	3830	0.38	7139	29	144	198	843	19188.33547	1841.155001	2687544145	522991279	3211	12
12133	0.096	3840	-1.1	623	90	9	107	778	19298.72838	1843.338534	1509528113	85786027	1595	12
13001	0.097	3850	-0.49	7987	74	95	235	905	19409.4668	1845.518969	1313334996	13416329	1327	13
13003	0.126	3860	-0.16	1220	65	22	256	973	19520.55091	1847.696317	879043391	13294251	892	13
13005	0.085	3870	0.18	3689	79	129	303	920	19631.98091	1849.870589	670556263	69720506	740	13
13007	0.091	3880	-0.18	940	46	6	332	765	19743.75696	1852.0418	885630010	18634061	904	13
13009	0.116	3890	-0.26	5793	63	49	306	853	19855.87924	1854.20996	669822406	25008133	695	13
13011	0.067	3900	-0.79	8161	98	82	121	854	19968.34794	1856.375083	601112289	4651150	606	13
13013	0.111	3910	0.34	6415	34	82	92	773	20081.16323	1858.537179	415348477	6643418	422	13
13015	0.133	3920	-0.64	6178	93	72	325	963	20194.32528	1860.696261	1190219072	27368338	1218	13
13017	0.153	3930	0.23	2721	79	8	245	769	20307.83428	1862.852341	647809281	9807002	658	13
13019	0.124	3940	-1	1336	52	147	264	909	20421.69041	1865.005431	1170431620	15479200	1186	13
13021	0.1	3950	-0.9	2470	60	93	14	920	20535.89383	1867.155542	645714800	14488484	660	13
13023	0.097	3960	-0.76	1760	11	98	37	839	20650.44473	1869.302686	559100207	8447345	568	13
13025	0.116	3970	0.66	1161	49	6	271	915	20765.34327	1871.446874	1145716294	12532550	1158	13
13027	0.087	3980	0.93	5059	83	79	290	981	20880.58965	1873.588119	1277108507	12188429	1289	13
13029	0.081	3990	1.1	9998	7	432	293	976	20996.18402	1875.726431	1129962037	47073121	1177	13
13031	0.09	4000	-0.07	4373	48	300	159	972	21112.12657	1877.861821	1742653960	40877525	1784	13
13033	0.122	4010	0.64	8234	21	474	63	855	21228.41747	1879.994302	2141836293	20758798	2163	13
13035	0.127	4020	-1.7	2178	30	308	13	762	21345.0569	1882.123884	475937591	11086881	487	13
13037	0.111	4030	-0.48	1296	76	314	232	887	21462.04502	1884.250579	726147295	8315728	734	13
13039	0.091	4040	-0.38	3879	38	450	16	965	21579.38201	1886.374397	1588171666	436849672	2025	13
13043	0.093	4050	0.86	7750	18	365	299	909	21697.06805	1888.495349	629495406	15043715	645	13
13045	0.108	4060	0.37	2372	42	489	250	786	21815.1033	1890.613447	1292492434	12284897	1305	13
13047	0.08	4070	0.093	8319	91	306	326	937	21933.48794	1892.728701	419999391	771159	421	13
13049	0.106	4080	-1.3	851	25	480	346	821	22052.22215	1894.841123	2003652428	22681773	2026	13
13051	0.085	4090	0.73	9614	62	421	40	758	22171.30608	1896.950722	1109730484	527820883	1638	13
13053	0.146	4100	0.29	765	35	311	208	794	22290.73992	1899.057509	644223510	6292716	651	13
13055	0.114	4110	0.51	4832	25	399	215	822	22410.52384	1901.161496	811512405	570807	812	13
13057	0.095	4120	-0.38	5181	56	364	73	974	22530.658	1903.262692	1092146057	32960717	1125	13
13059	0.07	4130	-2.2	2828	71	309	197	896	22651.14257	1905.361108	308738468	4741271	313	13
13061	0.082	4140	0.86	6190	31	322	217	767	22771.97773	1907.456755	506035695	56603701	563	13
13063	0.123	4150	-1	2732	47	336	71	829	22893.16365	1909.549642	366856382	7063431	374	13
13065	0.11	4160	-0.85	2534	23	429	294	799	23014.70049	1911.63978	2072566658	61565581	2134	13
13067	0.096	4170	1.6	1623	90	454	71	861	23136.58842	1913.72718	879732275	12589424	892	13
13069	0.168	4180	-0.42	2192	43	314	36	882	23258.82762	1915.811851	1490017303	70839527	1561	13
13071	0.09	4190	-0.61	1395	85	476	90	986	23381.41824	1917.893803	1409383646	32304997	1442	13
13073	0.07	4200	0.011	101	11	342	325	801	23504.36046	1919.973047	751313586	45374654	797	13
13075	0.119	4210	-0.7	95	86	405	323	888	23627.65445	1922.049592	588431548	15561211	604	13
13077	0.1	4220	-1.2	422	17	490	245	800	23751.30038	1924.123449	1141970960	12730335	1155	13
13079	0.095	4230	0.95	8275	96	373	192	966	23875.2984	1926.194627	841521489	3989489	846	13
13081	0.121	4240	-1.5	5002	58	375	128	798	23999.64869	1928.263135	705989189	21671085	728	13
13083	0.09	4250	0.14	909	87	467	293	945	24124.35141	1930.328985	450605017	467844	451	13
13085	0.101	4260	0.039	6999	74	389	225	971	24249.40674	1932.392184	546043428	9271905	555	13
13087	0.127	4270	0.5	1194	39	362	26	929	24374.81482	1934.452744	1546584786	67412745	1614	13
13089	0.107	4280	0.15	5659	10	302	202	754	24500.57584	1936.510673	693054256	9199820	702	13
13091	0.112	4290	-0.55	5464	17	307	205	946	24626.68996	1938.565982	1284365349	18692929	1303	13
13093	0.101	4300	0.55	8195	88	319	238	930	24753.15733	1940.618678	1015120099	13841083	1029	13
13095	0.111	4310	0.21	7500	40	465	303	938	24879.97814	1942.668773	851140267	15396049	867	13
13097	0.114	4320	-0.93	8875	99	490	256	822	25007.15253	1944.716274	518292913	2485429	521	13
13099	0.105	4330	-0.71	5657	84	313	255	867	25134.68067	1946.761192	1327612226	9717177	1337	13
13101	0.067	4340	1.2	8728	60	467	7	882	25262.56273	1948.803536	1074571686	15087403	1090	13
13103	0.079	4350	-1.1	8230	7	462	73	780	25390.79887	1950.843314	1237246268	13537765	1251	13
13105	0.122	4360	0.88	8357	73	411	103	811	25519.38926	1952.880536	909234661	59980881	969	13
13107	0.103	4370	0.48	2739	4	485	239	798	25648.33405	1954.915211	1762760468	24802073	1788	13
13109	0.089	4380	0.5	3354	16	368	336	815	25777.63341	1956.947348	473607497	10382489	484	13
13111	0.1	4390	0.77	2741	73	382	333	829	25907.2875	1958.976956	1002370084	13560697	1016	13
13113	0.084	4400	-0.28	2149	6	355	193	866	26037.29648	1961.004044	503398787	12846928	516	13
13115	0.111	4410	-0.75	5409	9	361	237	960	26167.66051	1963.028621	1320694720	22123870	1343	13
13117	0.086	4420	-0.19	9656	6	422	267	779	26298.37977	1965.050694	580420210	59743171	640	13
13119	0.118	4430	0.82	7890	36	320	210	977	26429.45439	1967.070274	677301787	12803546	690	13
13121	0.107	4440	0.87	9939	80	331	59	854	26560.88456	1969.087369	1364023319	19824083	1384	13
13123	0.098	4450	1.3	340	53	377	32	884	26692.67042	1971.101988	1103983771	12186867	1116	13
13125	0.111	4460	-0.52	1301	16	333	212	909	26824.81214	1973.114138	372283963	1847844	374	13
13127	0.082	4470	-0.57	777	17	334	178	890	26957.30987	1975.123829	1087267702	428517548	1516	13
13129	0.131	4480	-0.66	7561	12	422	297	751	27090.16379	1977.13107	921538871	5787657	927	13
13131	0.098	4490	-0.33	4531	1	412	84	781	27223.37404	1979.135868	1177231856	14846262	1192	13
13133	0.111	4500	0.16	841	41	485	7	949	27356.94078	1981.138232	1003451809	48629723	1052	13
13135	0.094	4510	-0.28	2572	56	378	230	761	27490.86418	1983.13817	1114899404	16367888	1131	13
13137	0.094	4520	0.49	9047	94	402	225	832	27625.14439	1985.135691	716754677	5917227	723	13
13139	0.091	4530	-0.093	8267	91	364	236	833	27759.78156	1987.130803	1017306334	94561915	1112	13
13141	0.177	4540	0.78	5163	18	445	240	862	27894.77587	1989.123514	1220057457	17479735	1238	13
13143	0.113	4550	-0.36	5217	36	427	283	784	28030.12746	1991.113832	730804128	2616002	733	13
13145	0.072	4560	-1	2063	72	340	6	990	28165.8365	1993.101766	1201461927	23488482	1225	13
13147	0.138	4570	0.43	8371	74	473	213	903	28301.90313	1995.087323	601903609	63588437	665	13
13149	0.124	4580	1.5	8869	2	322	12	900	28438.32752	1997.070512	766718873	13112095	780	13
13151	0.104	4590	-0.29	5825	60	455	203	899	28575.10982	1999.05134	825200341	20443906	846	13
13153	0.073	4600	-2.9	5616	23	456	217	770	28712.25019	2001.029816	972671390	11319300	984	13
13155	0.145	4610	0.84	1882	79	484	47	840	28849.74879	2003.005947	917744030	21807457	940	13
13157	0.109	4620	0.37	8610	54	392	157	852	28987.60576	2004.979742	879716467	8906623	889	13
13159	0.127	4630	0.5	6961	72	458	292	938	29125.82128	2006.951207	953541453	13727203	967	13
13161	0.135	4640	1	4739	63	322	109	868	29264.39548	2008.920351	856624687	12052221	869	13
13163	0.149	4650	-0.19	7301	80	381	23	787	29403.32853	2010.887182	1363589306	8241829	1372	13
13165	0.196	4660	-0.18	9839	4	400	310	813	29542.62057	2012.851707	899449086	13452205	913	13
13167	0.119	4670	-0.34	4153	57	486	59	870	29682.27178	2014.813934	784793431	9278547	794	13
13169	0.086	4680	-0.25	188	73	388	197	953	29822.28229	2016.77387	1020291728	3832677	1024	13
13171	0.153	4690	0.41	900	95	470	6	879	29962.65226	2018.731524	475262687	6046028	481	13
13173	0.084	4700	-0.08	9281	90	432	81	925	30103.38185	2020.686902	479903180	37546551	517	13
13175	0.108	4710	-1.7	2562	23	345	139	773	30244.4712	2022.640012	2090902615	28925881	2120	13
13177	0.079	4720	0.83	7492	93	399	302	792	30385.92048	2024.590861	921723009	15318711	937	13
13179	0.085	4730	0.77	3811	62	451	344	900	30527.72984	2026.539457	1270160392	290378324	1561	13
13181	0.103	4740	-0.99	7113	15	374	50	984	30669.89942	2028.485808	544880759	121517067	666	13
13183	0.059	4750	-0.35	3738	56	473	276	950	30812.42937	2030.42992	1036971394	8900269	1046	13
13185	0.082	4760	0.88	6521	2	342	115	928	30955.31986	2032.3718	1284858725	37525425	1322	13
13187	0.111	4770	1.4	9781	25	387	59	807	31098.57104	2034.311457	732793120	3273366	736	13
13189	0.121	4780	-0.63	5483	57	423	159	783	31242.18304	2036.248897	666825161	23116183	690	13
13191	0.096	4790	1	8600	45	434	237	960	31386.15604	2038.184128	1098984244	387392525	1486	13
13193	0.13	4800	-1.2	8955	96	351	264	950	31530.49016	2040.117156	1037654085	13859174	1052	13
13195	0.083	4810	-0.72	2053	69	411	163	844	31675.18558	2042.047988	731184757	8484185	740	13
13197	0.099	4820	0.98	6875	51	416	268	820	31820.24243	2043.976632	947978211	3791368	952	13
13199	0.132	4830	0.61	2123	84	422	243	843	31965.66087	2045.903095	1298161654	10834130	1309	13
13201	0.087	4840	-0.32	6224	87	433	286	800	32111.44105	2047.827384	731466840	3216290	735	13
13205	0.104	4850	0.72	1890	70	449	350	865	32257.58311	2049.749505	1326293136	4504163	1331	13
13207	0.102	4860	0.89	9744	32	353	207	788	32404.08721	2051.669466	1025912991	5603396	1032	13
13209	0.085	4870	-0.29	3866	21	385	316	978	32550.9535	2053.587273	620370716	13383037	634	13
13211	0.098	4880	0.5	7354	39	412	328	794	32698.18212	2055.502933	899646113	18817202	918	13
13213	0.123	4890	0.23	9945	76	349	40	874	32845.77322	2057.416454	892278050	5719621	898	13
13215	0.092	4900	1.5	6332	58	315	169	775	32993.72696	2059.327841	560530555	11873623	572	13
13217	0.126	4910	0.096	1439	77	372	190	762	33142.04347	2061.237101	704988536	18130691	723	13
13219	0.062	4920	-0.22	8765	66	447	338	816	33290.72292	2063.144242	477395755	5305653	483	13
